	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18
cell line	control	control	CERT	CERT	Sec14L1	Sec14L1	control	control	CERT	CERT	Sec14L1	Sec14L1	control	control	CERT	CERT	Sec14L1	Sec14L1
tet	minus	plus	minus	plus	minus	plus	minus	plus	minus	plus	minus	plus	minus	plus	minus	plus	minus	plus
PA 32:0	0,008139596	0,007304006	0,008465134	0,008254956	0,008155924	0,00735618	0,007501905	0,004463159	0,005625358	0,008162496	0,007065669	0,004770569	0,007046632	0,007843783	0,007802065	0,002867903	0,002294217	0,002467633
PA 34:2	0,008619166	0,008218021	0,006936483	0,008155051	0,008685923	0,0064781	0,009473691	0,008220475	0,006954395	0,012575963	0,008813055	0,00898517	0,009055551	0,009656721	0,008177514	0,004385914	0,004210382	0,00530481
PA 34:1	0,032078235	0,029639519	0,030219194	0,031827495	0,031398965	0,02587376	0,033654681	0,029143998	0,029888725	0,039792731	0,034464206	0,032402676	0,031632604	0,034895681	0,032180898	0,025818835	0,027835378	0,023877799
PA 34:0	0,001055012	0,000386919	0,002222503	0,001435301	0,001517946	0,000602394	0,002329716	0,000941331	0,00162346	0,002418233	0,001531771	0,000789874	0,000736416	0,001165878	0,001473212	0,000427017	0,00012016	0,000502404
PA 36:4	0,003622392	0,001276219	0,002570589	0,001287326	0,003353242	0,001764994	0,004300916	0,002597737	0,002241036	0,004158957	0,002168482	0,001996895	0,004035926	0,004476337	0,003076965	0,000483029	0,000519062	0,001710005
PA 36:3	0,001836086	0,000590058	0	0,00046632	0,002426037	0,000693881	0,001635432	0,000545214	0,000588201	0,002060424	0,001537344	0,000236845	0,001415632	0,002266583	0,000107728	0	0,000577763	0,000206983
PA 36:2	0,016351697	0,015121847	0,014123016	0,016988481	0,015395872	0,013352468	0,018621719	0,015446135	0,018457556	0,025028695	0,020729432	0,01965373	0,014729655	0,016099436	0,016439924	0,016329561	0,016426061	0,013975609
PA 36:1	0,003860329	0,002776726	0,00437146	0,002942352	0,003878335	0,002915014	0,004760652	0,003013116	0,002257614	0,004389586	0,004604376	0,002179617	0,002901163	0,003890396	0,003418978	0	0	0,000527449
PA 38:6	0,001183299	0,000283448	0,003620102	0,000414827	0,000833987	0,000249102	0,000728285	0,000507544	0,000160654	0,000678559	0,000106024	0,000319955	0,001044644	0,000948248	0,000431941	0	0	0,000178591
PA 38:5	0,004412808	0,001953643	0,002953409	0,002120711	0,002906295	0,002020184	0,004565075	0,003184492	0,003243901	0,005176008	0,003943018	0,003693793	0,004582929	0,004506506	0,004053792	0,001786745	0,001597985	0,001769347
PA 38:4	0,005522494	0,0037204	0,005773284	0,004293028	0,005720517	0,003697106	0,008611513	0,006403144	0,005888755	0,007572455	0,007224743	0,004929759	0,006603302	0,00737988	0,006206635	0,00208953	0,001326559	0,003354051
PA 38:2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PA 40:7	0,00022149	0	0	0,000174943	0	0	0,000206626	0,000185754	0,000185987	0	0,000109442	0,000180474	0	0,00021932	0	0	0	0
PA 40:6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PA 42:6	0	0,000287785	0	0,000243119	0	0	0	0,000358094	0	0	0	0	0	0	0	0	0	0
PA 42:4	0,000438732	0	0,000122671	0,000270082	0,00037486	0,000128803	0,000225659	0,000179336	0,000260321	0,000241829	0,000123618	0,000354073	0,000152896	0,000105956	0,000459012	0,000522888	0	0
PA 44:10	0,000107614	0	0	0	0,000144865	0	0	0	0,000185549	0,000205894	0	0	0,000136338	0,000167878	0,000109259	0	0	0
PA 44:8	0	0	0	0	0	0	0	0	0	0	0	0,001494856	0	0	0	0	0	0
PA 44:0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PA O-32:0	0,000322612	0,000105688	0,000108395	0	0	0	0	0	0	0,0001012	0	0	0	0	0	0	0	0
PA O-38:8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PE O-32:2	0,016268886	0,022256313	0,024291113	0,031816042	0,027962672	0,026696297	0,029025576	0,024396541	0,028447998	0,032898765	0,033325274	0,030502482	0,012609795	0,016357708	0,015466221	0,020813876	0,013737	0,014207006
PE O-34:3	0,027497817	0,03801561	0,038906491	0,044650015	0,041138028	0,041708743	0,047133608	0,042557755	0,048349441	0,049481866	0,051289658	0,046848852	0,027278713	0,032614174	0,036776116	0,035879358	0,041734462	0,030104347
PE O-34:2	0,191628884	0,27835884	0,264981139	0,327563	0,271515724	0,267442145	0,309356482	0,267845862	0,299153897	0,336172383	0,316791484	0,295199472	0,167005854	0,175965337	0,208355689	0,237816266	0,233557585	0,201234168
PE O-34:1	0,00417545	0,007557079	0,010927622	0,019718635	0,013146974	0,009169976	0,024292125	0,015446967	0,029975305	0,035990503	0,025769224	0,024373534	0,003503594	0,002514643	0,009692796	0,017850606	0,004551396	0,00638434
PE O-36:6	0,177563188	0,243011367	0,241365917	0,257957404	0,222096041	0,233231662	0,201451316	0,190154347	0,203511821	0,208455667	0,209153037	0,193886842	0,153393851	0,154393347	0,156387502	0,160581521	0,177919622	0,150728105
PE O-36:5	0,780989112	1,138283818	1,055269988	1,187405765	1,156738396	1,159420386	1,335720943	1,187419285	1,341304372	1,392878507	1,463989394	1,383933328	0,813755686	0,83016588	0,916268886	0,963981116	1,123155195	0,938541756
PE O-36:4	0,014145295	0,015810027	0,010749162	0,019157401	0,02688085	0,014681363	0,024690258	0,007799026	0,013785607	0,019744949	0,028358904	0,01500166	0	0,005543113	0	0	0	0
PE O-36:3	0,089459771	0,129697386	0,123484059	0,136929734	0,118126092	0,122407357	0,132008794	0,117613938	0,132986824	0,141331921	0,138893486	0,130465301	0,083931005	0,085988689	0,095399631	0,101491673	0,103545183	0,094913725
PE O-36:2	0,039285154	0,060252168	0,061966072	0,071955114	0,060869886	0,059182421	0,059451841	0,048593033	0,066366395	0,07042514	0,069666202	0,060045526	0,031459649	0,032544905	0,04454071	0,047239308	0,044063417	0,039340175
PE O-38:8	0,00086887	0,000744557	0	0,000254234	0	0	0	0,000307885	0,000850262	0,000692385	0	0,000473003	0,001280701	0,000235237	0,000189545	0,001452898	0	0
PE O-38:7	0,5898316	0,821883194	0,700467375	0,805733205	0,653494211	0,68286961	0,630552737	0,608200586	0,602155036	0,647981776	0,612595425	0,563608754	0,447314675	0,458259381	0,450189066	0,485631353	0,490991814	0,429087367
PE O-38:6	1,036038493	1,461513525	1,338179557	1,595018253	1,430948278	1,435223768	1,742198851	1,614920907	1,778707029	1,841687881	1,834168799	1,704618426	1,074275281	1,133017042	1,266756165	1,331883726	1,390879138	1,225678809
PE O-38:5	0,4713843	0,691106669	0,65592235	0,735416527	0,72018679	0,726915272	0,864395149	0,759947904	0,894133078	0,924645097	1,010949103	0,933806586	0,540584486	0,572628732	0,696162309	0,69250048	0,806913547	0,676371745
PE O-38:4	0,014313049	0,026410631	0,012568798	0,016480604	0,019163726	0,017728341	0,017592721	0,012396989	0,015973643	0,019797052	0,019853469	0,01521971	0,005051046	0,007324332	0,00689431	0,002532775	0,006276447	0,006987535
PE O-38:3	0,000480641	0,00118608	0,000113556	0,001031715	0,00219416	0,000666543	0,000820132	0,000221337	0	0	0,000276189	0,000815752	0	0	0	0,000159332	0	0
PE O-40:8	0,194829604	0,266234163	0,225804422	0,242097816	0,211602033	0,209598789	0,213866264	0,209845115	0,195225817	0,209671885	0,206200913	0,185868664	0,151997607	0,147167587	0,143010704	0,16049034	0,150277618	0,140415769
PE O-40:7	0,349446016	0,514051435	0,407602135	0,471167516	0,420551576	0,439929467	0,483190603	0,448768541	0,430299578	0,466659895	0,464316923	0,444795466	0,305972439	0,322155954	0,304676756	0,34097546	0,353629596	0,324351467
PE O-40:6	0,280813127	0,401696995	0,331935875	0,384014083	0,380732609	0,389933788	0,48599552	0,444045008	0,469989705	0,498145902	0,535298019	0,474826039	0,318306201	0,328296205	0,355729106	0,388500946	0,41201814	0,368996774
PE O-40:5	0,049363117	0,107670168	0,075488935	0,05679178	0,076175671	0,090036849	0,114966556	0,098845032	0,121672687	0,087304798	0,158349104	0,100575852	0,049097689	0,083903783	0,069253804	0,048227317	0,089227611	0,047932384
PE O-40:4	0	0	0	0	0	0	0	0	0,000689301	0	0	0	0	0	0	0	0	0
PE O-42:9	0	0,000371186	0	0	0	0,000358034	0,000258255	0	0,000603286	0,000310258	0	0,000276463	0,000799484	0	0	0	0	0
PE O-42:6	0	0	0	0	0	0	0,003180501	0	0	0	0,014177896	0	0	0	0	0	0	0
PE 30:0	0,000295039	0,000568131	0,000448986	0,00073616	0	0,000416142	0,000496001	0,000479209	0	0,000284271	0,000436272	0,000579023	0	0	0	0	0,000248139	0
PE 32:2	0,001189018	0,003544721	0,001951812	0,004690947	0,001879578	0,001354057	0,000870926	0,002531542	0,002082499	0,002016026	0,001988788	0,001995514	0,000156014	0,00112341	0	0,000942202	0,001545946	0,00081128
PE 32:1	0,072627042	0,098700394	0,087995966	0,102194946	0,089689914	0,091522372	0,092633338	0,086577965	0,087039233	0,09380185	0,093559052	0,090792858	0,068552187	0,069141431	0,067340282	0,073496585	0,07931544	0,069446219
PE 32:0	0,007235127	0,009288057	0,005630358	0,00945575	0,011564061	0,009036247	0,015588132	0,010734595	0,012155625	0,014024857	0,011930349	0,011618161	0,005245935	0,00410342	0,005135932	0,004460288	0,00399604	0,00381956
PE 34:2	0,195271032	0,25908885	0,221370358	0,248004996	0,233369018	0,238240726	0,261317257	0,239574728	0,225753188	0,23723089	0,260640103	0,251753988	0,190694371	0,186181403	0,17561203	0,196716524	0,234033124	0,205308949
PE 34:1	0,542558014	0,767366567	0,691429831	0,815829377	0,743305782	0,750151481	0,81157033	0,731672324	0,733541394	0,813667448	0,860689113	0,788460355	0,513162904	0,522670749	0,560401403	0,608574814	0,709843101	0,602653381
PE 34:0	0	0	0	0	0	0	0	0	0	0,000478834	0	0,00015981	0	0	0	0	0	0
PE 36:5	0,075566639	0,099251226	0,098970074	0,106358167	0,101029149	0,104592865	0,099750752	0,094831784	0,097285425	0,102874279	0,106841667	0,100626529	0,081149427	0,082306623	0,084389044	0,086506224	0,102543018	0,082038082
PE 36:4	0,20001931	0,273428093	0,269082009	0,307256327	0,29520374	0,309154521	0,342492583	0,317205499	0,355263194	0,367749052	0,4042975	0,371697221	0,261635	0,265348901	0,311716726	0,32020225	0,378108293	0,32552345
PE 36:3	0,185795496	0,243037306	0,227213313	0,252129285	0,244801631	0,246980569	0,318104478	0,2831795	0,288778997	0,303631574	0,336190038	0,317509078	0,211644653	0,21989385	0,232774771	0,24699196	0,289166375	0,256309276
PE 36:2	1,329632068	1,836137996	1,631535961	1,892006178	1,769994062	1,766646772	2,003084333	1,765372165	1,807888412	1,947037823	2,111299822	1,931967887	1,279532758	1,312661372	1,373574822	1,471835501	1,696514194	1,466712209
PE 36:1	0,504914272	0,750325157	0,648378422	0,802922832	0,734427549	0,759459846	0,821034622	0,696750519	0,724267352	0,805009546	0,88119763	0,813844777	0,47730948	0,509783408	0,544636467	0,592859617	0,665927826	0,586772341
PE 38:6	0,232105915	0,303502025	0,300341761	0,318462115	0,295416081	0,301201586	0,304037018	0,28784139	0,296844521	0,305682039	0,3203432	0,307115096	0,232690637	0,225721572	0,24063949	0,242560465	0,272509923	0,246402149
PE 38:5	0,910466726	1,209332935	1,181759113	1,311070308	1,242364594	1,274875362	1,435979727	1,319227399	1,438064745	1,501559255	1,587856362	1,48939368	1,063164505	1,086917058	1,197345115	1,232579811	1,396895308	1,220513755
PE 38:4	1,133532098	1,585298285	1,554878028	1,788810771	1,725867439	1,751483605	2,079324505	1,841435605	2,069683557	2,200057084	2,373654559	2,227226597	1,443998807	1,494543555	1,728282309	1,792803386	2,054422159	1,791011272
PE 38:2	0,07221449	0,109373361	0,089311523	0,099929631	0,097864044	0,098516478	0,103595918	0,094918689	0,093062154	0,097893713	0,113296182	0,097975962	0,06176805	0,06815967	0,070992019	0,074608286	0,084448593	0,078003199
PE 38:1	0	0	0	0	0	0	0	0	0	0	0,003403616	0,005023757	0	0	0	0	0	0
PE 40:8	0	0	0,000168115	0	0	0,000257925	0,001080126	0,000188716	0,001336936	0,000245011	0,000474344	0,000117259	0	0	0	0,000319482	0	0,000648652
PE 40:7	0,146398076	0,192227481	0,169607425	0,197871007	0,176473194	0,1820543	0,200679805	0,192981745	0,176936782	0,186579775	0,197934672	0,20468787	0,123825883	0,1166009	0,123619378	0,135238893	0,135252589	0,136540813
PE 40:6	0,332017836	0,45937257	0,374651521	0,422223929	0,429111851	0,452716318	0,487562532	0,446531813	0,416280223	0,429491147	0,518676828	0,479648358	0,319731157	0,325172715	0,315439973	0,326032734	0,397310804	0,376781367
PE 40:5	0,257558098	0,378302693	0,298821978	0,326531861	0,356224761	0,372702706	0,449480898	0,402112223	0,383378367	0,389532805	0,488300198	0,458775971	0,291376117	0,301069848	0,304812253	0,308694295	0,40103178	0,361184141
PE 40:4	0	0	0	0	0	0	0	0	0	0	0	0,000174308	0	0	0	0	0	0
PE 40:3	0,001712265	0,001192343	0,002466702	0,002610307	0,004699202	0,002398747	0,008039735	0,003970923	0,002780617	0,005917269	0,005002901	0,006078656	0,000650194	0,001054509	0,000412088	0	0	0,00048586
PE 40:2	0,008367804	0,012243595	0,007998086	0,017990793	0,01612393	0,015148832	0,012674147	0,01118076	0,01195042	0,019253496	0,014124089	0,016876754	0,002449462	0,002849812	0,001884448	0,00423401	0,001306621	0,001668729
PE 40:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PE 42:7	0,006741663	0,007018227	0,005841486	0,005591405	0,007185368	0,007393025	0,008290344	0,007000647	0,00213021	0,002332863	0,007644583	0,005756467	0,002661998	0,003699462	0,000961406	0,000707499	0	0,002001041
PE 42:6	0	0,002077459	0,000934144	0,000174894	0,000697621	0,003274262	0,005651271	0,001379899	0	0,000716841	0,003009227	0,002391282	0	0	0	0	0	0
PE 42:3	0	0,000183636	0	0	0	0	0,000126204	0,000426834	0	0,000188961	0	0	0	0	0	0	0	0
PE 42:2	0,000525666	0,001085741	0,000672194	0,000983501	0,001168049	0,000594387	0,000986725	0	0,000535376	0,000795818	0,000554908	0,001037501	0,000180382	0	0	0	0	0
PE 42:1	0	0,000148563	0	0	0,000183013	0	0,000616808	0	0	0,000124229	0	0,000153666	0	0	0	0	0,000340803	0
PG 34:3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PG 34:2	0,007086721	0,008871644	0,007783548	0,008817874	0,008348518	0,00867454	0,009596696	0,007089172	0,008281657	0,011514391	0,009387472	0,010852292	0,006692055	0,007214008	0,00677053	0,005972435	0,006092235	0,00576988
PG 34:1	0,046388754	0,057180908	0,05911666	0,059988772	0,060461201	0,058886699	0,068963337	0,048316291	0,068618077	0,10028156	0,081944307	0,094514071	0,057467552	0,055172941	0,067776739	0,060077511	0,080984339	0,06568999
PG 36:5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PG 36:4	0,00150395	0,002620939	0,001849164	0,001908779	0,0026251	0,002725072	0,004318254	0,003452897	0,003376512	0,005373718	0,004480778	0,005780517	0,003362117	0,003278056	0,003112881	0,001255365	0,002713436	0,002575457
PG 36:3	0,000934007	0,00097895	0,000681251	0,000653068	0,001464943	0,000999216	0,001344429	0,001273438	0,001232342	0,00169912	0,001167089	0,001849672	0,000463864	0,000776803	0,000240723	0,000165108	0,000374479	0,000443101
PG 36:2	0	0	0	0	0	0	0	0	0	0,000936246	0	0,002348986	0	0,000727074	0	0	0,002531053	0,001646576
PG 36:1	0,001610687	0	0,002117612	0	0	0	0	0	0	0,008130274	0,001166638	0,006450827	0,003820802	0,001662878	0,004402255	0	0,006771106	0,00273429
PG 38:7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PG 38:6	0,001204797	0,001031891	0,000648012	0,000650503	0,00097821	0,000481636	0,000835806	0,000196067	0,000156676	0,001529939	0,00099784	0,000848127	0,00027018	0,000851912	0	0	0	0,000427578
PG 38:5	0	0	0	0	0	0	0,000380026	0,000110719	0	0,000284824	0	0,000288755	0	0	0	0	0	0
PG 38:4	0	0,000181863	0	0	0,000101352	0	0,000544018	0	0,000162165	0,0002797	0,00016255	0	0	0	0	0	0,000392778	0
PG 38:3	0,000147414	0	0,000169723	0	0,000143199	0	0	0	0	0	0	0,00022111	0	0,000114988	0,00018438	0	0	0
PG 38:2	0	0,000111698	0	0	0	0	0	0	0	0	0,000110502	0	0	0	0	0	0	0
PG 40:8	0,000687863	0,001180124	0,00018446	0,000292937	0,000706	0,000935353	0,001548372	0,000492839	0,00053288	0,001141753	0,00062906	0,001134829	0,000739662	0,000248778	0,000257494	0	0	0,000662218
PG 40:7	0,013889387	0,019107253	0,011752314	0,011743167	0,01380181	0,013373953	0,013304166	0,008349832	0,008581586	0,014123727	0,012878326	0,013017239	0,006759201	0,005583788	0	0	0,002773989	0
PG 40:6	0	0,00084036	0,000587705	0	0,001234418	0,000498603	0,000746226	0,000728461	0,000459595	0,002493207	0,002140144	0,001950763	0,000181759	0	0	0	0	0
PG 40:2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PG 42:10	0,000884002	0,00095635	0,000554778	0,000343592	0,001194847	0,000752225	0,002763629	0,001953364	0,002303673	0,003641186	0,003078912	0,003364416	0,001358264	0,000763313	0,000817947	0,000295217	0,000350592	0,000494196
PG 42:9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PG 42:8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PG 42:6	0	0	0	0	0	0	0	0	0	0	0,000362713	0	0	0,000125601	0	0	0	0
PG 44:12	0,029398521	0,035491684	0,031932289	0,030227454	0,032737605	0,034035955	0,038820091	0,032058143	0,033888675	0,039223611	0,038269413	0,038511349	0,036210221	0,03289321	0,031674618	0,026763584	0,035044016	0,030097527
PG 44:11	0,005112363	0,00593926	0,005898815	0,005827238	0,007528683	0,006921643	0,012449105	0,009846515	0,011644431	0,015648395	0,015075849	0,013623088	0,007781749	0,007725035	0,010350336	0,007541148	0,01201374	0,009127812
PG 44:10	0	0	0	0	0	0	0,002242634	0,000651803	0,0016353	0,002415919	0,002040687	0,003027021	0	0	0	0	0	0
PI 30:0	0,000225428	0,000303724	0,000243979	0,000250681	0,000241622	0,000210553	0,000105911	0	0,00016903	0	0	0,000150287	0	0	0	0	0	0
PI 32:2	0,000531056	0,000239089	0,000207492	0,00037493	0,000157952	0,000281288	0,000124876	0	0,000319315	0,000318372	0,000259054	0,000365109	0	0,000125264	0	0,000130002	0,00020136	0,000119433
PI 32:1	0,020538619	0,025644482	0,025110348	0,029774315	0,025937454	0,022709753	0,022716133	0,020683609	0,023045035	0,031091798	0,023782251	0,024379464	0,021776463	0,022299931	0,025411675	0,022958599	0,022105703	0,01832893
PI 32:0	0,019610821	0,025730826	0,026921537	0,032954962	0,029751753	0,025514297	0,026493236	0,022429358	0,028460387	0,04025754	0,03390484	0,033042269	0,020655447	0,021294661	0,029528753	0,027493671	0,027240109	0,022001383
PI 34:3	0,002522437	0,002033075	0,001965558	0,001959198	0,002543998	0,001437841	0,002281162	0,001779199	0,00184949	0,003456227	0,001238678	0,001506354	0,002742753	0,002795898	0,001701157	0,001026256	0	0,000596767
PI 34:2	0,042137743	0,052893103	0,049094946	0,057294279	0,050836328	0,044041059	0,045774297	0,043059417	0,047505377	0,065794231	0,052033802	0,049826528	0,04328458	0,04486893	0,05150144	0,047447763	0,043030983	0,038511993
PI 34:1	0,221219725	0,284443731	0,287158676	0,357785647	0,299654269	0,255149316	0,279449544	0,248509344	0,315312873	0,464054654	0,340568787	0,330098712	0,224360916	0,233450014	0,316312654	0,290765486	0,261158689	0,221053975
PI 34:0	0,056736652	0,077139654	0,080578825	0,101670139	0,089777654	0,077166832	0,105145447	0,087587847	0,124870046	0,190945907	0,14853091	0,136657555	0,071463344	0,07924069	0,12154867	0,110298546	0,103213309	0,085039038
PI 36:5	0,008616961	0,009632928	0,009881585	0,011645617	0,010228672	0,008200975	0,007872493	0,008299826	0,009644645	0,013844261	0,008507911	0,008753359	0,009648849	0,009975543	0,011242965	0,009098912	0,003109842	0,006921733
PI 36:4	0,059432899	0,074814396	0,070322177	0,084856301	0,08492354	0,073564394	0,072695022	0,073129293	0,083868951	0,12474321	0,100062335	0,099583516	0,074194752	0,077829565	0,102517159	0,096136655	0,088479711	0,07658935
PI 36:3	0,018699233	0,021364448	0,021027045	0,025804435	0,02357865	0,018917714	0,027656658	0,025844871	0,028452434	0,043360786	0,03135884	0,028296103	0,023035094	0,021135403	0,028284206	0,0245633	0,021390462	0,020215755
PI 36:2	0,172609896	0,220811177	0,202436292	0,253881442	0,224134117	0,193151881	0,212909172	0,188736936	0,221533932	0,333841717	0,256554501	0,246869466	0,167078162	0,178172542	0,223366313	0,209345689	0,190372557	0,166071685
PI 36:1	0,144677376	0,195800104	0,182553827	0,247693291	0,243560709	0,210977142	0,229102725	0,193194959	0,253019175	0,388839364	0,34771213	0,326424483	0,147920096	0,158892916	0,219304399	0,213344441	0,231295304	0,187889694
PI 38:7	0,000332948	0	0	0,000104257	0,000237503	0	0	0,000224995	0,00013324	0,000177275	0	0	0,000479022	0,000250537	0,000139571	0	0	0
PI 38:6	0,016617394	0,019981696	0,017797849	0,02200215	0,018043782	0,016336117	0,015200754	0,015347435	0,015805395	0,024228754	0,017292099	0,016339443	0,016265256	0,017213264	0,01818172	0,017649062	0,012927571	0,012237385
PI 38:5	0,1393339	0,176136625	0,152575822	0,184256014	0,164795773	0,147640687	0,1507106	0,151153695	0,16441458	0,248168606	0,184158331	0,18127139	0,147533029	0,156081362	0,183455697	0,171908073	0,145780078	0,136203274
PI 38:4	0,471842803	0,643518965	0,555043569	0,740352135	0,761715688	0,671058178	0,791211302	0,731946217	0,862042927	1,355032471	1,180026303	1,141840859	0,627755269	0,677277215	0,878290231	0,841475206	0,877559416	0,741900449
PI 38:2	0,013676012	0,019890433	0,015920119	0,019590523	0,018095074	0,015562927	0,012467624	0,010618488	0,01360804	0,020348662	0,016527208	0,016432659	0,008351713	0,008841086	0,011227197	0,010181618	0,010504897	0,009812887
PI 38:1	0,001144185	0,000827931	0,00062186	0,000736917	0,002159835	0,000899481	0	0	0	0,000950314	0	0,000564708	0	0	0	0	0	0
PI 40:8	0,000563813	0,000142832	0,000350415	0	0,00015412	0	0	0,000276922	0,000327464	0,00083059	0,000109785	0	0,000178499	0,0003452	0,000143582	0	0	0
PI 40:7	0,010351144	0,010981457	0,009967481	0,010593878	0,012828495	0,009245285	0,007942977	0,00949729	0,010424519	0,018580551	0,012882701	0,011073335	0,013682889	0,012156704	0,016047606	0,010407116	0,006426852	0,009138814
PI 40:6	0,027804059	0,035366245	0,028389039	0,03542736	0,033003728	0,029259963	0,028070846	0,024591397	0,025974414	0,03923055	0,032771006	0,030714218	0,022499632	0,023714204	0,024418882	0,025359026	0,025921137	0,021389495
PI 40:5	0,04553141	0,058454667	0,047419931	0,061769077	0,062557474	0,053860932	0,058426719	0,052895412	0,059154625	0,09256011	0,079723134	0,07491412	0,044095043	0,046673597	0,056137655	0,054234582	0,056775303	0,049659882
PI 40:4	0,01525809	0,023010944	0,021933664	0,031415304	0,026571157	0,023688612	0,026898982	0,023076901	0,032805657	0,053343144	0,040714134	0,040459009	0,018095658	0,019353925	0,029139264	0,029681433	0,029097491	0,025539805
PI 40:3	0	0,01020917	0,006215615	0,003276121	0,004934485	0,008317101	0,000879902	0,002443562	0	0	0,000433788	0	0	0	0	0	0	0
PI 42:9	0	0	0	0	0	0	0,000119276	0	0	0	0,000148251	0,000130006	0	0	0	0	0	0
PI 42:7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PI 42:5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PI 44:10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS 30:0	0	0	0	0	0	0	0	0	0	0,000100801	0	0	0	0	0	0	0	0
PS 32:1	0,005651776	0,005268619	0,006207825	0,005903594	0,005567559	0,004754446	0,006337025	0,006048831	0,00569081	0,010092031	0,005466434	0,005809684	0,00714104	0,00740738	0,007942395	0,005789591	0,004726136	0,005881118
PS 34:3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS 34:2	0,010516221	0,011625993	0,011041473	0,012959103	0,011311334	0,010342464	0,012692805	0,011559707	0,012319139	0,018068265	0,013095484	0,012592817	0,012295446	0,013181854	0,013564117	0,013913837	0,012630877	0,011098931
PS 34:1	0,081809767	0,096652397	0,086671497	0,114059461	0,094241058	0,089091482	0,117322656	0,101449193	0,116428682	0,177058633	0,132163065	0,130690646	0,098540465	0,108357298	0,115975996	0,112970649	0,116334054	0,097205327
PS 36:4	0,005410635	0,003035918	0,004301899	0,005325017	0,006677235	0,003334962	0,004294903	0,00551798	0,006516872	0,012367144	0,006343458	0,005632896	0,00828551	0,008371139	0,010092234	0,00587132	0,004150689	0,005590208
PS 36:3	0,007929921	0,009319942	0,008592593	0,011078959	0,009160813	0,008515207	0,011623011	0,010310996	0,012796651	0,017434696	0,014151392	0,013690825	0,010220228	0,010881368	0,012888865	0,011430307	0,011345067	0,010616366
PS 36:2	0,103631987	0,122180951	0,1086505	0,138230147	0,117612319	0,109890418	0,144028861	0,123617511	0,147037785	0,215325576	0,164707715	0,159793002	0,116648806	0,125537514	0,139015772	0,133419224	0,141222586	0,115376294
PS 36:1	0,306577666	0,396669506	0,336300463	0,452903467	0,385342807	0,356361372	0,489212976	0,377192025	0,46905474	0,712386115	0,574455474	0,545945175	0,335739364	0,364225531	0,422242638	0,400789803	0,456446595	0,351438417
PS 38:6	0,002668274	0,001743056	0,002006101	0,0015424	0,001607074	0,001533427	0,000988647	0,00110523	0,000858612	0,003408733	0,000826276	0,001412127	0,00207076	0,002363098	0,002422145	0,001100445	0,000821303	0,000718139
PS 38:5	0,007144622	0,0052741	0,006399725	0,006781844	0,008186805	0,005709413	0,008756812	0,008878306	0,012167236	0,020009678	0,014055417	0,011172287	0,012162422	0,01235773	0,016869688	0,013349445	0,012621295	0,011320407
PS 38:4	0,029969499	0,029947917	0,03094151	0,037221367	0,039331906	0,030932641	0,047561343	0,043181221	0,056234656	0,088284142	0,067374265	0,061480907	0,048343913	0,049932424	0,065077995	0,054103527	0,05902647	0,047410669
PS 38:3	0,032687051	0,040819453	0,039113637	0,050853745	0,045180715	0,042697477	0,065420443	0,051946444	0,06668369	0,098280473	0,08131533	0,078225987	0,047542408	0,052156329	0,062377868	0,060451155	0,068431076	0,056076475
PS 38:1	0,012087011	0,016753465	0,015752017	0,021886515	0,019678354	0,017827285	0,021311106	0,016738011	0,022902954	0,033001269	0,028898062	0,026851861	0,015358725	0,015609396	0,021473387	0,022319421	0,023722893	0,021263751
PS 40:6	0,070225323	0,081851709	0,069017831	0,087478901	0,078523846	0,07344612	0,096167341	0,077841052	0,090388885	0,133184347	0,111335054	0,10244712	0,075589861	0,082815068	0,085654842	0,077804366	0,090712086	0,073318959
PS 40:5	0,02586814	0,031185384	0,020111033	0,022844963	0,034198287	0,030274667	0,056689386	0,040540507	0,041712654	0,067366383	0,065708744	0,054137969	0,042938585	0,048450736	0,044132877	0,036210693	0,066307103	0,045284654
PS 40:4	0,005637169	0,007141255	0,007963877	0,010564122	0,007578177	0,007028479	0,007677529	0,006572902	0,009065654	0,010826164	0,006592186	0,007316796	0,00749515	0,007103421	0,007398722	0,008805258	0,009249859	0,006993964
